price,size,location,province,title,url
8000,12,Alicante. Los Ángeles - Tómbola - San Nicolás,alicante,Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/alicante/alicante/542924.html
125000,121,Alicante. Los Ángeles - Tómbola - San Nicolás,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/481995.html
129000,83,Elche-Elx,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/elche-elx/542925.html
330000,250,San Vicente Del Raspeig,alicante,Casa en venta,https://www.tecnocasa.es/venta/casa/alicante/san-vicente-del-raspeig/533224.html
285000,283,Alicante. Campoamor - Carolinas - Altozano,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/542575.html
117000,120,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/524048.html
265000,150,Alicante. Benalúa - La Florida - Babel - San Gabriel,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/526221.html
67000,70,Alicante. Campoamor - Carolinas - Altozano,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/542248.html
84900,55,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/535186.html
33630,58,Alicante. Campoamor - Carolinas - Altozano,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/536693.html
80000,66,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/536864.html
99900,75,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/540202.html
85000,116,Alicante. Virgen Del Remedio - Juan Xxiii,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/488369.html
300000,407,San Vicente Del Raspeig,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/san-vicente-del-raspeig/369883.html
185000,75,Alicante. Playa De San Juan - El Cabo,alicante,Casa en venta,https://www.tecnocasa.es/venta/casa/alicante/alicante/537094.html
132000,166,Alicante. Los Ángeles - Tómbola - San Nicolás,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/538970.html
8500,23,Alicante. Parque Avenidas - Vistahermosa,alicante,Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/alicante/alicante/492728.html
60000,95,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/531316.html
175000,157,Alicante. Benalúa - La Florida - Babel - San Gabriel,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/537383.html
97000,205,Alicante. Benalúa - La Florida - Babel - San Gabriel,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/540215.html
12500,16,San Vicente Del Raspeig,alicante,Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/alicante/san-vicente-del-raspeig/541696.html
79900,94,San Vicente Del Raspeig,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/san-vicente-del-raspeig/533040.html
16900,31,San Vicente Del Raspeig,alicante,Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/alicante/san-vicente-del-raspeig/540752.html
99000,81,Alicante. Plà Del Bon Repòs - La Goleta - San Antón,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/532972.html
72260,105,Alicante. Plà Del Bon Repòs - La Goleta - San Antón,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/535472.html
45000,107,Alicante. Los Ángeles - Tómbola - San Nicolás,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/536557.html
89000,102,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/539824.html
114900,110,San Vicente Del Raspeig,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/san-vicente-del-raspeig/528226.html
8000,18,Alicante. Plà Del Bon Repòs - La Goleta - San Antón,alicante,Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/alicante/alicante/533236.html
100000,100,Alicante. Campoamor - Carolinas - Altozano,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/512071.html
67000,107,Monforte Del Cid,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/monforte-del-cid/539040.html
71000,91,Alicante. Los Ángeles - Tómbola - San Nicolás,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/352865.html
9900,10,Alicante. Benalúa - La Florida - Babel - San Gabriel,alicante,Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/alicante/alicante/503083.html
50000,62,Alicante. Campoamor - Carolinas - Altozano,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/525882.html
193000,142,Alicante. Los Ángeles - Tómbola - San Nicolás,alicante,Casa en venta,https://www.tecnocasa.es/venta/casa/alicante/alicante/530559.html
60000,75,Alicante. Campoamor - Carolinas - Altozano,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/537901.html
9300,11,Alicante. Benalúa - La Florida - Babel - San Gabriel,alicante,Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/alicante/alicante/502349.html
107200,170,Alicante. San Blas - Pau,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/533895.html
60000,64,Alicante. Plà Del Bon Repòs - La Goleta - San Antón,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/531919.html
107500,57,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/537066.html
67500,130,Alicante. Los Ángeles - Tómbola - San Nicolás,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/528546.html
117000,126,Alicante. Plà Del Bon Repòs - La Goleta - San Antón,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/528599.html
199900,6124,Alicante. Centro,alicante,Casa rural en venta,https://www.tecnocasa.es/venta/casa-rural/alicante/alicante/534008.html
249900,175,Alicante. Centro,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/533411.html
28500,26,Alicante. Centro,alicante,Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/alicante/alicante/501794.html
139900,132,Alicante. Centro,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/506552.html
84000,85,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/535437.html
97300,83,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/526586.html
200000,178,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/504287.html
85000,113,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/523117.html
97000,94,Alicante. Campoamor - Carolinas - Altozano,alicante,Casa en venta,https://www.tecnocasa.es/venta/casa/alicante/alicante/522138.html
260000,273,Alicante. Los Ángeles - Tómbola - San Nicolás,alicante,Casa en venta,https://www.tecnocasa.es/venta/casa/alicante/alicante/491626.html
10000,16,Alicante. Campoamor - Carolinas - Altozano,alicante,Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/alicante/alicante/527324.html
76000,1700,Alicante. Los Ángeles - Tómbola - San Nicolás,alicante,Terrenos en venta,https://www.tecnocasa.es/venta/terrenos/alicante/alicante/513545.html
215000,198,Alicante. Benalúa - La Florida - Babel - San Gabriel,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/531311.html
350000,400,Alicante. Benalúa - La Florida - Babel - San Gabriel,alicante,Casa en venta,https://www.tecnocasa.es/venta/casa/alicante/alicante/506407.html
6500,16,San Vicente Del Raspeig,alicante,Box/plaza de garaje en venta,https://www.tecnocasa.es/venta/boxplaza-de-garaje/alicante/san-vicente-del-raspeig/530877.html
241500,123,Alicante. Plà Del Bon Repòs - La Goleta - San Antón,alicante,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/alicante/alicante/530310.html
83630,71,Alicante. Campoamor - Carolinas - Altozano,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/527699.html
109900,87,Alicante. Plà Del Bon Repòs - La Goleta - San Antón,alicante,Piso en venta,https://www.tecnocasa.es/venta/piso/alicante/alicante/527268.html
320000,692,San Vicente Del Raspeig,alicante,Casa en venta,https://www.tecnocasa.es/venta/casa/alicante/san-vicente-del-raspeig/508086.html
499000,150,San Vicente Del Raspeig,alicante,Casa en venta,https://www.tecnocasa.es/venta/casa/alicante/san-vicente-del-raspeig/498923.html
138000,188,Níjar,almería,Casa rural en venta,https://www.tecnocasa.es/venta/casa-rural/almeria/nijar/532392.html
124800,323,El Ejido,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/el-ejido/542193.html
44900,88,Berja,almería,Casa rural en venta,https://www.tecnocasa.es/venta/casa-rural/almeria/berja/528789.html
89900,92,Adra,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/adra/546501.html
65000,196,Berja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/berja/541136.html
66000,103,Berja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/berja/537105.html
70000,100,Berja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/berja/528682.html
197000,237,Dalías,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/dalias/545291.html
29000,250,Berja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/berja/545076.html
39900,60,Berja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/berja/544365.html
69900,80,El Ejido,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/el-ejido/540746.html
69900,113,El Ejido,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/el-ejido/543814.html
74900,132,El Ejido,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/el-ejido/535298.html
74900,123,El Ejido,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/el-ejido/543060.html
74900,100,El Ejido,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/el-ejido/538960.html
77000,117,El Ejido,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/el-ejido/539246.html
89900,144,El Ejido,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/el-ejido/540846.html
299900,237,El Ejido,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/el-ejido/543665.html
149900,119,Roquetas De Mar - Aguadulce. Roquetas De Mar,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/roquetas-de-mar--aguadulce/529074.html
94900,175,Berja,almería,Casa rural en venta,https://www.tecnocasa.es/venta/casa-rural/almeria/berja/545463.html
137000,3385,Berja,almería,Casa rural en venta,https://www.tecnocasa.es/venta/casa-rural/almeria/berja/529881.html
125900,117,Mojácar,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/mojacar/546420.html
25000,86,Berja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/berja/545046.html
59900,105,El Ejido,almería,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/almeria/el-ejido/542900.html
159900,2022,Dalías,almería,Terrenos en venta,https://www.tecnocasa.es/venta/terrenos/almeria/dalias/539703.html
134900,114,Berja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/berja/535921.html
74900,120,Rioja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/rioja/541241.html
62000,62,Turre,almería,Local comercial en venta,https://www.tecnocasa.es/venta/local-comercial/almeria/turre/543694.html
90000,84,Garrucha,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/garrucha/546353.html
59000,70,Almería,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/almeria/546319.html
99000,124,Almería,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/almeria/546461.html
95000,88,Almería,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/almeria/545978.html
69990,96,Almería,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/almeria/545976.html
129900,230,Berja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/berja/542581.html
40000,200,Cuevas Del Almanzora,almería,Casa rural en venta,https://www.tecnocasa.es/venta/casa-rural/almeria/cuevas-del-almanzora/534928.html
18000,141,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/530698.html
252000,88,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/530616.html
170000,149,Pulpí,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/pulpi/543433.html
121950,145,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/531693.html
114500,121,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/533755.html
105000,109,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/530724.html
100000,105,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/531062.html
99900,80,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/530266.html
93000,110,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/531766.html
96000,112,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/544723.html
80000,91,Pulpí,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/pulpi/539471.html
79000,107,Pulpí,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/pulpi/540578.html
80000,20000,Cuevas Del Almanzora,almería,Terrenos en venta,https://www.tecnocasa.es/venta/terrenos/almeria/cuevas-del-almanzora/536154.html
90000,140,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/531077.html
90000,140,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/534676.html
89900,171,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/543561.html
78000,137,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/536067.html
76000,91,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/531145.html
75000,84,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/530203.html
74900,109,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/530537.html
73500,211,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/530885.html
72000,68,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/533766.html
73000,123,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/533214.html
65000,45,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/530115.html
70000,103,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/537160.html
64900,92,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/530421.html
65000,148,Cuevas Del Almanzora,almería,Terrenos en venta,https://www.tecnocasa.es/venta/terrenos/almeria/cuevas-del-almanzora/535834.html
46000,220,Cuevas Del Almanzora,almería,Casa rural en venta,https://www.tecnocasa.es/venta/casa-rural/almeria/cuevas-del-almanzora/533396.html
46000,82,Cuevas Del Almanzora,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/cuevas-del-almanzora/531412.html
45000,90,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/534259.html
57000,1700,Cuevas Del Almanzora,almería,Terrenos en venta,https://www.tecnocasa.es/venta/terrenos/almeria/cuevas-del-almanzora/531658.html
50000,225,Cuevas Del Almanzora,almería,Casa rural en venta,https://www.tecnocasa.es/venta/casa-rural/almeria/cuevas-del-almanzora/535015.html
45000,621,Cuevas Del Almanzora,almería,Terrenos en venta,https://www.tecnocasa.es/venta/terrenos/almeria/cuevas-del-almanzora/535547.html
35000,64,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/530760.html
20000,60,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/530669.html
27000,76,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/530761.html
30000,146,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/535700.html
139900,300,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/530521.html
135000,100,Cuevas Del Almanzora,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/cuevas-del-almanzora/530253.html
135000,100,Pulpí,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/pulpi/531540.html
156000,169,Pulpí,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/pulpi/544943.html
94900,172,Berja,almería,Casa rural en venta,https://www.tecnocasa.es/venta/casa-rural/almeria/berja/534835.html
65000,62,Almería,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/almeria/546169.html
74900,172,Berja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/berja/532505.html
194900,261,Berja,almería,Casa en venta,https://www.tecnocasa.es/venta/casa/almeria/berja/537041.html
146990,100,Almería,almería,Piso en venta,https://www.tecnocasa.es/venta/piso/almeria/almeria/544501.html
